Colonne1;year;record_number;pages;catalogue_title;authors
193773;2011;193788;[18, 19];My best friend Obami;Mallinson, Barbara
193773;2011;193789;[20, 21, 22];Serge Amisi and his miracle weapons;Amisi, Serge|Demir, Selen
193773;2011;193790;[23, 24];When poetry is louder than a bomb;Marshall, Nate
193773;2011;193791;[25, 26, 27, 28, 29, 30];Different dreams, yet...;Bührle, Iris Julia|Abu Hijleh, Khaled|Shamieh, Betty|Twaalfhoven, Merlijn|Bratland, Ingebjorg|Shahin, Majd
193773;2011;193792;[31];Patrimonito in Togo;Markelova, Katerina
193773;2011;193793;[32];Wonders of creativity;Bellón, Silvia|Arlaud, Pierre
193773;2011;193794;[34, 35];Moonlight stars;Natukunda, Carol
193773;2011;193795;[36, 37, 38];The Young sughar from Balochistan;Abbas, Noshan|Brohi, Khalida
193773;2011;193796;[39, 40];An Undeclared revolution;Yanagisawa, Hiroki
193773;2011;193797;[41, 42, 43];Rebels with a cause;Lubbadeh, Jens
193773;2011;193798;[44, 45];Prescriptions for a sick planet;Zhao Ying
193773;2011;193799;[46, 47];Life in the bike lane;Pérez López, Ruth
193773;2011;193800;[48, 49];Green architecture;Bartesaghi Koc, Carlos
193773;2011;193801;[50, 51, 52];Revolution: one of the great feats of civilization;Youssef, Khaled|Abu Hijleh, Khaled
193773;2011;193802;[22];Locked in the cycle of violence;Zourleva, Mila
193773;2011;193803;[30];JR, art and the impossible;Sopova, Jasmina
191578;2006;193844;[3, 4];Turning back the sands of time?;Schaaf, Thomas
191578;2006;193845;[4, 5];Myrtle and broom: the real Mediterranean landscape?;Kirby, Steve
191578;2006;193846;[6, 7];Fighting desertification in Kenya: one tree at a time;Bogonko, Bosire
191578;2006;193847;[8, 9];Harnessing the sun's energy to make drinking water;Salem, Boshra|Schneider, Andreas
191578;2006;193848;[10, 11];China's season of dust;Hamilton, Victoria
191578;2006;193849;[11, 12];Are human beings to blame for desertification?;San, Donatienne de|Hutchinson, Charles
191578;2006;193850;[13];Important dates on desertification in UNESCO and the United Nations;Banaag, José
191578;2006;193851;[14];Interesting facts and figures on desertification;Banaag, José
191578;2006;193852;[15];The Courier looks back;Banaag, José
191574;2006;193862;[3, 4];Learning is child's play;Bardon, Agnès
191574;2006;193863;[4, 5];Jamaica: a smile makes it worthwile;Radcliff, Damion
191574;2006;193864;[6, 7];Daycare in Colombia;Orrego, Henry
191574;2006;193865;[8, 9];Jordan: fathers included;Samran, Adjnadine
191574;2006;193866;[10, 11];Ireland: mothers talking to mothers;Bardon, Agnès
191574;2006;193867;[12, 13];Playing under the fig trees in Kenya;Bosire, Bogonko
191574;2006;193868;[14, 15];A Recipe for success in Papua New Guinea;Philemon, Oseah
191574;2006;193869;[16];Learn more about ECCE;Banaag, José
191574;2006;193870;[17];UNESCO and early childhood: a timeline;Banaag, José
192178;2007;193897;[3];Philosophy: a cosmic responsibility;Sopova, Jasmina
192178;2007;193898;[4, 5];A User's manual for our planet;Gaarder, Jostein
192178;2007;193899;[6, 7];Michel Onfray: a philosopher of the Enlightenment;Sopova, Jasmina|Onfray, Michel
192178;2007;193901;[8, 9];The Humanity of humour;Orellana Benado, Miguel
192178;2007;193902;[10, 11];Philosophy against manipulation;King, Peter J.
192178;2007;193903;[12, 13];A Sisyphean task;Kuçuradi, Ioanna
192178;2007;193904;[13, 14];Philosophy and religion, between exchange and tension;Arkoun, Mohammed
192178;2007;193905;[15, 16];Fostering intercultural understanding through dialogue;Wiredu, Kwasi
192178;2007;193906;[16, 17];Towards a philosophy of universality;Woo Tak Kee
191577;2006;210780;[3, 4];Intangible heritage: a tangible boost;Iglesias Kuntz, Lucía
191577;2006;210781;[4, 5];Cultivating Colombian traditions;Ocampo, Sergio
191577;2006;210782;[6, 7];There will be no more proclamations of Masterpieces;Smeets, Rieks H.J.|Bardon, Agnès|Roberts, Stephen
191577;2006;210783;[7, 8];The Sacred wood of Madagascar's Zafimaniry;Lestang, Fabrice de
191577;2006;210784;[9, 10];Weaving color into culture;Tobias, Maricris Jan
191577;2006;210785;[10, 11];Olonkho, an epos from twelve hundred years ago;Sergueev, Vladimir
191577;2006;210786;[12];Important dates on intangible heritage at UNESCO;Banaag, José
191577;2006;210787;[13];The Courier looks back;Banaag, José
191576;2006;210788;[15];The Courier looks back;Banaag, José
191575;2006;210789;[3];Editorial;Hadlow, Martin
191575;2006;210790;[4, 5];Iraq: must cultural heritage be a casualty of war?;Garen, Micah
191575;2006;210791;[6, 7];Lebanon: the scars of war;Hajjar, Ghassan
191575;2006;210792;[8, 9];Iraq: when school isn't a safe place anymore;Beaumont, Peter
191575;2006;210793;[10, 11];Rwanda: when women set the example;Twahirwa, Aimable
191575;2006;210794;[12, 13];Post-conflict situations can be worse than the conflicts themselves;Debonnet, Guy|Bardon, Agnès
191575;2006;210795;[14];Chronologie;Banaag, José
191575;2006;210796;[15];The Courier looks back;Banaag, José
189455;2007;210802;[3, 4];C like community: interview with Tumu Te Heuheu;Sopova, Jasmina|te Heuheu, Tumu
189455;2007;210803;[4, 5];Grave engravings;Dowson, Thomas A.
189455;2007;210805;[6, 7, 8];The Grand old lady and the plastic chairs;Zacharopoulou, Katerina
189455;2007;210806;[8, 9, 10];Shah Jahan's heaven and hell: the Red Fort in Delhi;Murugaiyan, Appasamy
189455;2007;210807;[10, 11];The Diaolou of Kaiping;Batto, Patricia
189455;2007;210808;[12, 13];People for the university, the university for the people;Tena, Gerardo
192180;2007;210811;[3];Editorial;Sopova, Jasmina
192180;2007;210812;[4, 5, 6];Education for all by 2015: will we make it?;Burnett, Nicholas
192180;2007;210813;[7, 8];Education, a fundamental right;Groof, Jan de
192180;2007;210814;[8, 9, 10];School is like a bicycle: if you don't pedal, it topples;Sopova, Jasmina|Bailey, Ariane
192180;2007;210815;[10, 11];For multilingual education in Africa;Samassekou, Adama
192180;2007;210816;[12, 13];Vincent Bikono: contract worker and not proud of it;Ekwè, Dorine
192180;2007;210817;[13, 14];Raúl Vallejo Corral: remove obstacles limiting access to education;Iglesias Kuntz, Lucía|Vallejo Corral, Raúl
192180;2007;210818;[15, 16];First year of school: crucial for the rest of a child's life;Calderón, Edgar
192180;2007;210819;[16, 17];Illiteracy costs more than literacy;Archer, David|Guttman, Cynthia
192180;2007;210820;[17, 18];Gender equality in math textbooks: an impossible equation?;Bardon, Agnès|Cromer, Sylvie
192180;2007;210821;[19, 20];The Invisible children of Bangladesh;Sidhva, Shiraz
213061;2011;213080;[5];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
213061;2011;213081;[6, 7, 8, 9];Where is humanism going?;Seth, Sanjay
213061;2011;213082;[10, 11, 12, 13];I am because you are;Eze, Michael Onyebuchi
213061;2011;213083;[14, 15, 16];What happened to hospitality?;Karavanta, Asimina
213061;2011;213084;[16, 17, 18];Justice and dignity;Dieterlen, Paulette
213061;2011;213085;[18, 19, 20];Towards a humanist turn;Kozlarek, Oliver
213061;2011;213086;[22, 23, 24];The Muslim phase of humanism;Hussein, Mahmoud
213061;2011;213087;[25, 26];For a world of harmony;Liu Ji
213061;2011;213089;[28, 29, 30, 31, 32];Humanizing globalization;Delmas-Marty, Mireille|Sopova, Jasmina
213061;2011;213090;[32, 33];Digital humanism?;Doueihi, Milad
213061;2011;213091;[34, 35];Welcome to the Anthropocene;Irwin, Ruth
213061;2011;213092;[36, 37, 38];Dreams of science;Meyer, Michal
213061;2011;213093;[39, 40];Bioethics: unimagined challenges;Bergel, Salvador
213061;2011;213094;[41, 42];Seven pointers for the future of mankind;Buarque, Cristovam
213061;2011;213095;[44, 45, 46];Child soldiers: a new life ahead;Whitaker, Forest|Markelova, Katerina
213061;2011;213096;[47, 48, 49, 50];A Special place for the imagination;Skármeta, Antonio
213061;2011;213097;[51, 52];The Flight of Prudence;Williams, Roger Ross|Nolan, Cathy
214579;2009;214591;[3];Editorial;Sopova, Jasmina
214579;2009;214592;[4, 5, 6];From closed world to infinite universe;Balibar, Françoise
214579;2009;214593;[7, 8];Over the moon;Salih, Hatim
214579;2009;214594;[9];Looking for water on the moon;Salih, Hatim
214579;2009;214595;[10, 11];A Story as old as the world;Cauhape, Weiny|Iglesias Kuntz, Lucía|Markelova, Katerina
214579;2009;214596;[12, 13, 14];Towards a map of the universe;Smoot, George F.|Chouchan, Dominique
214579;2009;214597;[13];The Planck mission at a glance;Chouchan, Dominique
214579;2009;214598;[15, 16, 17];Extraterrestrial life: surprises in store?;Rees, Martin J.|Nolan, Cathy
214579;2009;214599;[18, 19];Astronomy: the three tiers of research;Pinault-Desmoulins, Marie Christine|Mayor, Michel
214579;2009;214600;[20, 21];Gross national happiness through literacy;Jackman, David
214579;2009;214601;[22, 23];On living with less, from three points of view;Smale, Alison
248106;2017;248104;[23, 24, 25, 26];Ameenah Gurib-Fakim: science is the basis of social progress;Gurib-Fakim, Ameenah|Motchane-Brun, Isabelle
248106;2017;248105;[8, 9, 10];Peng Liyuan: the equality of opportunity is fundamental;Peng Liyuan|Sopova, Jasmina
248106;2017;248116;[12, 13, 14];Culture at the heart of the SDGs;Hosagrahar, Jyoti
248106;2017;248117;[15, 16, 17, 18];Generation Afropreneurs;Mensah, Ayoko Judith
248106;2017;248118;[19, 20, 21, 22];Angkor water crisis;Sok, Chamroeun
248106;2017;248124;[27, 28, 29, 30];Global lessons from Estonia's tech-savvy government;Roonemaa, Mari
248106;2017;248125;[31, 32, 33, 34];Innovative partnerships for change;Sidhva, Shiraz
248106;2017;248126;[36, 37, 38, 39, 40, 41];The Haenyeo: living legends of Jeju;Markelova, Katerina
248106;2017;248128;[43, 44, 45, 46, 47];The Koran, between text and context;Hussein, Mahmoud
248106;2017;248130;[48, 49];What sharia is not;Benmakhlouf, Ali
248106;2017;248131;[50, 51];A Reference work of our times: The Different Aspects of Islamic Culture, Volumes 1-6, Paris, UNESCO Publishing, 1977-2016;Kabir, Nahid Afrose
248106;2017;248173;[52, 53, 54, 55, 56, 57];Alphadi: putting Africa's creativity on the world map;Alphadi Seidnaly, Sidahmed|Sopova, Jasmina
248106;2017;248174;[58, 59, 60];Chucho Valdés on the piano: I explore every path there is!;Valdés, Chucho|Iglesias Kuntz, Lucía
248106;2017;248175;[62, 63, 64];Training judges online to safeguard journalists;Alves, Rosental Calmon
248106;2017;248176;[65, 66, 67, 68, 69];Understanding oceans;Tani, Shin
248106;2017;248177;[70, 71];Celebrating books and reading for all: Conakry is the World Book Capital for 2017;Diallo, Koumanthio Zeinab
248106;2017;248178;[4, 5];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
252318;2017;255340;[3];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
252318;2017;255359;[7, 8, 9];Ethical journalism: back in the news;White, Aidan
252318;2017;255360;[12, 13, 14, 15];Developing a critical mind against fake news;Frau-Meigs, Divina
252318;2017;255361;[16, 17, 18, 19];Aftenposten versus Facebook: triggering a crucial debate;Yaloyan, Marina
252318;2017;255362;[20, 21];Crowdfunding to save the media;Tapinas, Andrius
252318;2017;255363;[22, 23];A Beacon, thanks to the internet;Dada, Carlos
252318;2017;255364;[24, 25, 26];Investigative journalism: against the odds;Jemberga, Sanita
252318;2017;255365;[28, 29, 30, 31, 32, 33, 34, 35];My face, my land;Markelova, Katerina
252318;2017;255366;[37, 38, 39, 40, 41];Humanitude, or how to quench the thirst for humanity;Samassekou, Adama
252318;2017;255367;[42, 43, 44, 45];The Importance of homegrown stories;Bewaji, John Ayotunde Isola
252318;2017;255368;[46, 47];The Poet at the heart of society;Boni, Tanella
252318;2017;255369;[48, 49, 50, 51];Giuseppina Nicolini: 'It's natural for an island to be welcoming!';Nicolini, Giuseppina|Forti, Marina
252318;2017;255370;[53, 54, 55];Dawit Isaak, a symbol of press freedom who must be freed;Rothschild, Nathalie
252318;2017;255371;[56, 57, 58, 59];Reconstruction: changing attitudes;Cameron, Christina
252318;2017;255372;[60, 61, 62, 63];Early literacy: the key to fluency;Abadzi, Helen
252318;2017;255373;[64, 65, 66, 67];Sharing legally and freely for better learning;Green, Cable
252318;2017;259014;[10, 11];Fake news: sound bites on a burning topic;White, Aidan|Pillay, Verashni|Huhta, Kari|Gaber, Ivor|Gandour, Ricardo|Lindberg, Ginna|Carvalho, Catarina|Ressa, Maria
259765;2017;259896;[3];Editorial;UNESCO. Director-General, 2009-2017 (Bokova, I.G.)
259765;2017;259898;[7, 8, 9, 10];A Historic resolution to protect cultural heritage;Fiankan-Bokonga, Catherine
259765;2017;259899;[12, 13, 14, 15, 16];Curbing the spoils of war;Hardy, Samuel
259765;2017;259900;[17];Culture: giving cities a human face;Iglesias Kuntz, Lucía|Coutinho, Zenaldo|Harless, Brandi|Chassaubéné, Marc|Zoghaib, Asaad|Cull, Dave
259765;2017;259901;[18, 19, 20, 21, 22, 23, 24];Ahmad Al Faqi Al Mahdi: I plead guilty;Barrak, Anissa|Al Mahdi, Ahmad Al Faqi
259765;2017;259902;[25, 26, 27, 28];Deeyah Khan: They chose to pick up a gun, I choose to pick up a camera;Sopova, Jasmina|Khan, Deeyah
259765;2017;259903;[29, 30, 31];Breaking the cycle of vengeance;Ingabire, Marie Angélique
259765;2017;259904;[32, 33];The Story of Magdalena, South Sudan;Nandege, Magdalena
259765;2017;259905;[34, 35, 36, 37, 38, 39, 40, 41];Hijacked education;Markelova, Katerina|Ibarra Sánchez, Diego
259765;2017;259906;[43, 44, 45];Philosophy versus tribalism;Diagne, Souleymane Bachir
259765;2017;259907;[46, 47, 48];Refugee scientists: quiet pioneers dedicated to discovery;Willcox, Sarah
259765;2017;259908;[49];You ask me what exile is...;Maunick, Edouard J.|Zariab, Spôjmaï|Sissako, Abderrahmane|Nedelcovici, Bujor|Panh, Rithy|Tadjo, Véronique
259765;2017;259909;[50, 51, 52, 53];Ouided Bouchamaoui: Prosperity springs from trust;Charfi, Mounir|Bouchamaoui, Ouided
259765;2017;259910;[55, 56, 57, 58];A Crystal Palace houses a shipwreck;Markelova, Katerina|Xiaorong Chen|Jiang Bo
259765;2017;259911;[59, 60, 61];Around the globe in the world's first clean-energy ship;Jourdan, Virginie
259765;2017;259912;[62, 63];Harnessing submarine cables to save lives;Howe, Bruce|Panayotou, Kate
261279;2018;261310;[7, 8, 9, 10];Kailash Satyarthi: fighting for children's rights, one step at a time;Sousa, Mary de|Satyarthi, Kailash
261279;2018;261311;[11, 12, 13];When going to school is an act of faith;O'Malley, Brendan
261279;2018;261312;[14, 15];Dalia Al-Najjar: I chose to be optimistic;Sousa, Mary de
261279;2018;261313;[16, 17];Can peace be taught?;Rokseth, Toril
261279;2018;261314;[18, 19, 20];African brain drain: is there an alternative?;Ngwé, Luc
261279;2018;261315;[21, 22, 23];Universities and the democracy of the gullible;Winand, Jean
261279;2018;261316;[24, 25];A Road map to change the world;Reimers, Fernando
261279;2018;261317;[26, 27, 28, 29, 30, 31];Radio in pictures: a detour via Bamako;Markelova, Katerina|Dormino, Marco
261279;2018;261318;[32, 33, 34, 35];Zeinab Badawi: My hyphenated identity is an advantage;Sopova, Jasmina|Badawi, Zeinab
261279;2018;261319;[37];Audrey Azoulay: UNESCO, collective intelligence in action;
261279;2018;261320;[38];A Twenty-year partnership: three questions for Jean-Paul Agon;Agon, Jean Paul
261279;2018;261321;[39, 40, 41, 42];Ada E. Yonath: The challenge of science is like climbing Mount Everest;Nolan, Cathy|Yonath, Ada
261279;2018;261322;[43, 44, 45, 46];Tawakkol Karman: Non-violence is the common denominator of all my actions;Barrak, Anissa|Xiaorong Chen|Karman, Tawakkol
261279;2018;261323;[47, 48, 49, 50];Nüshu: from tears to sunshine;Xiaorong Chen
261279;2018;261324;[51, 52, 53];Financing natural resilience: a new wave;Matthews, John H.|Dai, Lily|Creed, Anna
261279;2018;261325;[54, 55, 56, 57];Anti-semitism: learning the lessons of history;Badinter, Robert
261279;2018;261326;[58, 59, 60, 61];The UNESCO Courier is 70! An inspiring read;Campbell, Alan Tormaid
261900;2018;261901;[7, 8, 9, 10];Anthropocene: the vital challenges of a scientific debate;Issberner, Liz-Rejane|Léna, Philippe
261900;2018;261902;[11, 12, 13, 14];Humans are a geological force;Chakrabarty, Dipesh|Sidhva, Shiraz
261900;2018;261903;[15, 16, 17];The Unbearable burden of the technosphere;Zalasiewicz, Jan
261900;2018;261904;[18, 19];The Little frog that lost its lustre;Jiménez Comrie, Karla
261900;2018;261905;[20, 21, 22];Climate change raises conflict concerns;Werrell, Caitlin E.|Femia, Francesco
261900;2018;261906;[23, 24, 25];The View from Dominica: Anthropocene or Capitalocene?;Malm, Andreas
261900;2018;261907;[26, 27];Stop the catastrophist discourse!;Chateauraynaud, Francis|Meyran, Régis
261900;2018;261908;[30, 31, 32, 33, 34, 35, 36, 37];An Ordinary day in the life of Qello;Marín, Ignacio|Markelova, Katerina
261900;2018;261909;[39, 40, 41];We, the servants and tenants of Earth;Diagne, Souleymane Bachir
261900;2018;261910;[42, 43, 44, 45, 46];Creolizing the idea of humanity;Delmas-Marty, Mireille
261900;2018;261911;[47, 48, 49];A Missive for youth;Waberi, Abdourahman A.
261900;2018;261912;[51, 52, 53];Bibi Russell: finding magic in fingers;Russell, Bibi|Pikkat, Krista|Sopova, Jasmina
261900;2018;261913;[55];Athens: books everywhere;Routsi, Anna
261900;2018;261915;[56, 57];Filling the cultural vacuum;Mushita, Lucy
261900;2018;261916;[58, 59];Young Africans: reinventing politics;Anne, Hamidou
